,id,lon,lat,geometry
118,257258.0,-14.967930457104996,16.51354167024499,POINT (-14.967930457104996 16.51354167024499)
119,257265.0,-14.953347123794996,16.51354167024499,POINT (-14.953347123794996 16.51354167024499)
137,263214.0,-14.963763790444997,16.50937500358499,POINT (-14.963763790444997 16.50937500358499)
138,263217.0,-14.957513790454996,16.50937500358499,POINT (-14.957513790454996 16.50937500358499)
