,lon,lat,Mean NDVI diff
0,-14.990847123734998,16.65520833668499,0.05751768707482992
1,-14.992930457064997,16.65104167002499,0.06531292517006801
2,-14.947097123804998,16.63437500338499,0.04018095238095237
3,-14.867930457264997,16.63020833672499,0.055653061224489805
4,-15.051263790304997,16.62604167006499,0.04277482993197278
5,-15.067930456944996,16.62395833673499,0.04867142857142856
6,-14.872097123924997,16.62187500340499,0.08869047619047618
7,-15.011680457034997,16.61770833674499,0.04875850340136053
8,-14.928347123834996,16.61562500341499,0.06228707482993194
9,-14.903347123874997,16.61562500341499,0.05956122448979594
10,-14.922097123844997,16.59062500345499,0.0722312925170068
11,-14.974180457094997,16.58854167012499,0.04969931972789119
12,-14.553347124434996,16.58854167012499,0.04272244897959184
13,-14.984597123744997,16.584375003464988,0.05937278911564627
14,-14.951263790464997,16.584375003464988,0.04593333333333334
15,-15.461680456314998,16.58229167013499,0.07446870748299321
16,-14.972097123764996,16.58229167013499,0.0799210884353741
17,-14.863763790604997,16.58229167013499,0.06630544217687075
18,-15.463763789644997,16.58020833680499,0.10653605442176868
19,-15.459597122984997,16.58020833680499,0.09028231292517008
20,-15.470013789634997,16.57812500347499,0.09193741496598637
21,-15.461680456314998,16.57604167014499,0.08881360544217684
22,-15.457513789654996,16.57604167014499,0.09681564625850339
23,-15.480430456284997,16.57395833681499,0.06606326530612246
24,-15.486680456274996,16.57187500348499,0.06752721088435377
25,-15.478347122954997,16.57187500348499,0.09851496598639453
26,-15.467930456304996,16.57187500348499,0.04786734693877549
27,-15.011680457034997,16.57187500348499,0.0656360544217687
28,-14.974180457094997,16.57187500348499,0.049888435374149664
29,-15.480430456284997,16.569791670154988,0.11103265306122446
30,-14.990847123734998,16.569791670154988,0.06140068027210888
31,-14.961680457114998,16.569791670154988,0.051272789115646235
32,-15.465847122974997,16.56770833682499,0.07599659863945576
33,-15.459597122984997,16.56770833682499,0.06994013605442176
34,-15.315847123214997,16.56770833682499,0.06847891156462584
35,-14.963763790444997,16.56770833682499,0.052608163265306124
36,-15.480430456284997,16.56562500349499,0.08351564625850338
37,-14.995013790394998,16.56562500349499,0.04950204081632653
38,-14.282513791534997,16.56562500349499,0.04148707482993197
39,-15.480430456284997,16.56145833683499,0.07355102040816329
40,-15.457513789654996,16.56145833683499,0.07861972789115648
41,-15.320013789874997,16.56145833683499,0.05833877551020409
42,-15.467930456304996,16.55937500350499,0.08723673469387756
43,-15.270013789954998,16.55937500350499,0.0728823129251701
44,-15.463763789644997,16.55729167017499,0.10061700680272107
45,-15.445013789674997,16.55729167017499,0.10561768707482995
46,-15.442930456344996,16.55729167017499,0.1056857142857143
47,-15.438763789684998,16.55729167017499,0.0644816326530612
48,-15.326263789864997,16.55729167017499,0.06769523809523813
49,-15.274180456614998,16.55729167017499,0.07578911564625845
50,-14.584597124384997,16.55729167017499,0.031989115646258524
51,-15.440847123014997,16.555208336844988,0.09374489795918374
52,-15.307513789894998,16.555208336844988,0.06299455782312927
53,-15.301263789904997,16.555208336844988,0.0716408163265306
54,-15.284597123264998,16.555208336844988,0.06955170068027214
55,-15.278347123274997,16.555208336844988,0.08369523809523814
56,-15.272097123284997,16.555208336844988,0.07564149659863943
57,-14.815847124014997,16.555208336844988,0.08809455782312926
58,-14.649180457614996,16.555208336844988,0.09762040816326531
59,-15.484597122944997,16.55312500351499,0.08825374149659863
60,-15.480430456284997,16.55312500351499,0.07313061224489796
61,-14.657513790934997,16.55312500351499,0.08739727891156461
62,-15.482513789614996,16.55104167018499,0.08781020408163266
63,-15.465847122974997,16.55104167018499,0.09380544217687072
64,-14.763763790764997,16.55104167018499,0.0617170068027211
65,-14.761680457434997,16.55104167018499,0.06452312925170069
66,-15.480430456284997,16.54895833685499,0.06977278911564627
67,-15.474180456294997,16.54895833685499,0.05477823129251701
68,-15.442930456344996,16.54895833685499,0.07408979591836731
69,-15.353347123154997,16.54895833685499,0.0758823129251701
70,-15.307513789894998,16.54895833685499,0.06941836734693878
71,-15.272097123284997,16.54687500352499,0.05925578231292519
72,-15.449180456334997,16.54270833686499,0.08230816326530613
73,-15.311680456554997,16.54270833686499,0.06322993197278914
74,-15.305430456564997,16.54270833686499,0.07077278911564626
75,-15.274180456614998,16.54270833686499,0.0758482993197279
76,-14.776263790744997,16.54270833686499,0.05534353741496599
77,-15.497097122924997,16.540625003534988,0.1000421768707483
78,-15.463763789644997,16.540625003534988,0.09538911564625849
79,-15.428347123034996,16.540625003534988,0.07876462585034011
80,-15.305430456564997,16.540625003534988,0.06250544217687075
81,-14.917930457184998,16.540625003534988,0.048935374149659865
82,-15.434597123024997,16.53854167020499,0.07949387755102041
83,-15.365847123134998,16.53854167020499,0.06644149659863945
84,-15.349180456494997,16.53854167020499,0.06735510204081636
85,-15.238763790004997,16.53854167020499,0.06381020408163264
86,-15.165847123454997,16.53854167020499,0.029500000000000005
87,-15.488763789604997,16.53645833687499,0.118925850340136
88,-15.463763789644997,16.53645833687499,0.1055517006802721
89,-15.432513789694998,16.53645833687499,0.07978095238095238
90,-15.207513790054996,16.53645833687499,0.07002312925170069
91,-15.395013789754998,16.53437500354499,0.06817551020408161
92,-15.005430457044998,16.53437500354499,0.07924829931972789
93,-16.132513788574997,16.53020833688499,0.06514897959183673
94,-15.461680456314998,16.53020833688499,0.06605850340136052
95,-15.453347122994998,16.53020833688499,0.06863401360544215
96,-15.951263788864997,16.526041670224988,0.07269659863945574
97,-15.936680455554997,16.526041670224988,0.05993197278911565
98,-15.503347122914997,16.526041670224988,0.07854081632653062
99,-14.972097123764996,16.526041670224988,0.045281632653061246
100,-15.474180456294997,16.52395833689499,0.11482517006802724
101,-15.622097122724997,16.52187500356499,0.05349115646258505
102,-15.497097122924997,16.52187500356499,0.10748367346938774
103,-15.495013789594998,16.52187500356499,0.10987687074829929
104,-15.492930456264997,16.52187500356499,0.1013897959183674
105,-14.455430457924997,16.52187500356499,0.05645782312925169
106,-15.497097122924997,16.51979167023499,0.10759591836734692
107,-15.495013789594998,16.51979167023499,0.12190272108843536
108,-15.492930456264997,16.51979167023499,0.119830612244898
109,-16.155430455204996,16.517708336904988,0.06599387755102039
110,-14.930430457164997,16.517708336904988,0.06882721088435374
111,-14.926263790504997,16.517708336904988,0.0639251700680272
112,-14.447097124604998,16.517708336904988,0.057072789115646255
113,-16.159597121864998,16.51562500357499,0.06973265306122445
114,-15.599180456094997,16.51562500357499,0.07327891156462583
115,-14.999180457054997,16.51562500357499,0.057265306122448977
116,-16.145013788554998,16.51354167024499,0.0510387755102041
117,-15.586680456114998,16.51354167024499,0.08235102040816326
118,-14.967930457104996,16.51354167024499,0.05866530612244895
119,-14.953347123794996,16.51354167024499,0.04930884353741498
120,-14.455430457924997,16.51354167024499,0.06688639455782312
121,-16.245013788394996,16.511458336914988,0.1006238095238095
122,-16.138763788564997,16.511458336914988,0.062131972789115655
123,-15.611680456074996,16.511458336914988,0.07261496598639455
124,-15.601263789424998,16.511458336914988,0.09061496598639453
125,-15.584597122784997,16.511458336914988,0.07246938775510206
126,-14.949180457134997,16.511458336914988,0.05688163265306121
127,-14.449180457934997,16.511458336914988,0.05798775510204082
128,-14.430430457964997,16.511458336914988,0.05119387755102042
129,-16.251263788384996,16.50937500358499,0.08013401360544216
130,-16.245013788394996,16.50937500358499,0.12980136054421773
131,-15.624180456054997,16.50937500358499,0.060546938775510185
132,-15.607513789414996,16.50937500358499,0.09262857142857141
133,-15.599180456094997,16.50937500358499,0.08962721088435378
134,-15.590847122774997,16.50937500358499,0.0771394557823129
135,-15.051263790304997,16.50937500358499,0.04728367346938776
136,-14.976263790424998,16.50937500358499,0.06533809523809526
137,-14.963763790444997,16.50937500358499,0.04630068027210884
138,-14.957513790454996,16.50937500358499,0.06213741496598637
139,-15.607513789414996,16.50729167025499,0.09574217687074828
140,-15.588763789444997,16.50729167025499,0.07483605442176867
141,-15.584597122784997,16.50729167025499,0.08005918367346938
142,-15.580430456124997,16.50729167025499,0.08876326530612244
143,-14.445013791274997,16.50729167025499,0.0701190476190476
144,-16.247097121724998,16.50520833692499,0.13562857142857143
145,-16.220013788434997,16.50520833692499,0.0926136054421768
146,-15.911680455594997,16.50520833692499,0.051436734693877564
