,lon,lat,NDVI diff kurtosis
0,-14.990847123734998,16.65520833668499,5.916838638811905
1,-14.992930457064997,16.65104167002499,1.370557456734344
2,-14.947097123804998,16.63437500338499,3.367309031142216
3,-14.867930457264997,16.63020833672499,4.381651435544372
4,-15.051263790304997,16.62604167006499,3.7464828420668526
5,-15.067930456944996,16.62395833673499,0.49799889184940627
6,-14.872097123924997,16.62187500340499,1.5285424464005106
7,-15.011680457034997,16.61770833674499,0.8837883980503491
8,-14.928347123834996,16.61562500341499,-0.3222000859553318
9,-14.903347123874997,16.61562500341499,0.2791240954922882
10,-14.922097123844997,16.59062500345499,1.112720611912517
11,-14.974180457094997,16.58854167012499,3.895706229107834
12,-14.553347124434996,16.58854167012499,2.4426242914225864
13,-14.984597123744997,16.584375003464988,-0.4427267198950955
14,-14.951263790464997,16.584375003464988,0.2663667105735561
15,-15.461680456314998,16.58229167013499,0.4003693797383243
16,-14.972097123764996,16.58229167013499,0.18927349989252518
17,-14.863763790604997,16.58229167013499,2.6882561908577647
18,-15.463763789644997,16.58020833680499,0.842690479498946
19,-15.459597122984997,16.58020833680499,0.1512112788770441
20,-15.470013789634997,16.57812500347499,1.7576115857251948
21,-15.461680456314998,16.57604167014499,0.08524877286979793
22,-15.457513789654996,16.57604167014499,0.5856467430260155
23,-15.480430456284997,16.57395833681499,0.6156880448034516
24,-15.486680456274996,16.57187500348499,0.02991291678304364
25,-15.478347122954997,16.57187500348499,0.6983526098374746
26,-15.467930456304996,16.57187500348499,3.3926849560414865
27,-15.011680457034997,16.57187500348499,0.9779847258918895
28,-14.974180457094997,16.57187500348499,1.666278351794627
29,-15.480430456284997,16.569791670154988,0.5818599205173043
30,-14.990847123734998,16.569791670154988,0.6195301548639045
31,-14.961680457114998,16.569791670154988,0.006783377014831782
32,-15.465847122974997,16.56770833682499,0.07084688327917865
33,-15.459597122984997,16.56770833682499,1.1317168547643823
34,-15.315847123214997,16.56770833682499,2.038312774216148
35,-14.963763790444997,16.56770833682499,0.687498790229359
36,-15.480430456284997,16.56562500349499,0.6745818660954752
37,-14.995013790394998,16.56562500349499,0.23532398907573882
38,-14.282513791534997,16.56562500349499,6.738516404573339
39,-15.480430456284997,16.56145833683499,1.4953595930994275
40,-15.457513789654996,16.56145833683499,0.13712823782223937
41,-15.320013789874997,16.56145833683499,6.115142047199068
42,-15.467930456304996,16.55937500350499,-0.011545495523952454
43,-15.270013789954998,16.55937500350499,6.633335925811911
44,-15.463763789644997,16.55729167017499,-0.5086384779083941
45,-15.445013789674997,16.55729167017499,-0.4725180229470962
46,-15.442930456344996,16.55729167017499,-0.5819198299267243
47,-15.438763789684998,16.55729167017499,0.3751749719470854
48,-15.326263789864997,16.55729167017499,0.8861439120425101
49,-15.274180456614998,16.55729167017499,1.5011520530415683
50,-14.584597124384997,16.55729167017499,1.6671121826021404
51,-15.440847123014997,16.555208336844988,-0.11697068492801588
52,-15.307513789894998,16.555208336844988,0.7799235012713441
53,-15.301263789904997,16.555208336844988,2.1242455220426435
54,-15.284597123264998,16.555208336844988,2.917319756057149
55,-15.278347123274997,16.555208336844988,4.1581583823129
56,-15.272097123284997,16.555208336844988,7.418355084402396
57,-14.815847124014997,16.555208336844988,4.2795256980037895
58,-14.649180457614996,16.555208336844988,0.34018165573432313
59,-15.484597122944997,16.55312500351499,1.3047377998056393
60,-15.480430456284997,16.55312500351499,1.0197962278758541
61,-14.657513790934997,16.55312500351499,1.1567419497632057
62,-15.482513789614996,16.55104167018499,2.027851848141997
63,-15.465847122974997,16.55104167018499,0.15219904543367635
64,-14.763763790764997,16.55104167018499,0.8501310761183731
65,-14.761680457434997,16.55104167018499,1.293298099878419
66,-15.480430456284997,16.54895833685499,0.9324331873411098
67,-15.474180456294997,16.54895833685499,5.363550795114344
68,-15.442930456344996,16.54895833685499,1.0347724844827924
69,-15.353347123154997,16.54895833685499,1.3553098879888599
70,-15.307513789894998,16.54895833685499,2.198036029490446
71,-15.272097123284997,16.54687500352499,1.37761473511086
72,-15.449180456334997,16.54270833686499,0.05772519851746605
73,-15.311680456554997,16.54270833686499,2.3725866596649783
74,-15.305430456564997,16.54270833686499,0.9169734275710311
75,-15.274180456614998,16.54270833686499,2.870124112612008
76,-14.776263790744997,16.54270833686499,1.8246895513728272
77,-15.497097122924997,16.540625003534988,0.5287698601129907
78,-15.463763789644997,16.540625003534988,-0.40723825792117996
79,-15.428347123034996,16.540625003534988,-0.21873236450554945
