,lon,lat,Min NDVI diff
0,-14.990847123734998,16.65520833668499,0.0
1,-14.992930457064997,16.65104167002499,9.999999999998899e-05
2,-14.947097123804998,16.63437500338499,9.999999999998899e-05
3,-14.867930457264997,16.63020833672499,0.0
4,-15.051263790304997,16.62604167006499,0.0005999999999999894
5,-15.067930456944996,16.62395833673499,0.0
6,-14.872097123924997,16.62187500340499,0.0023999999999999577
7,-15.011680457034997,16.61770833674499,0.00019999999999997797
8,-14.928347123834996,16.61562500341499,0.0006999999999999784
9,-14.903347123874997,16.61562500341499,0.0005000000000000004
10,-14.922097123844997,16.59062500345499,0.0017000000000000348
11,-14.974180457094997,16.58854167012499,0.0006999999999999784
12,-14.553347124434996,16.58854167012499,0.0005000000000000004
13,-14.984597123744997,16.584375003464988,0.00039999999999995595
14,-14.951263790464997,16.584375003464988,0.00040000000000001146
15,-15.461680456314998,16.58229167013499,0.0010999999999999899
16,-14.972097123764996,16.58229167013499,0.0013000000000000234
17,-14.863763790604997,16.58229167013499,0.0010000000000000009
18,-15.463763789644997,16.58020833680499,0.00379999999999997
19,-15.459597122984997,16.58020833680499,0.00020000000000003348
20,-15.470013789634997,16.57812500347499,0.0022999999999999687
21,-15.461680456314998,16.57604167014499,9.999999999998899e-05
22,-15.457513789654996,16.57604167014499,0.00040000000000001146
23,-15.480430456284997,16.57395833681499,0.0010999999999999899
24,-15.486680456274996,16.57187500348499,0.0005999999999999894
25,-15.478347122954997,16.57187500348499,0.007399999999999962
26,-15.467930456304996,16.57187500348499,0.0012999999999999678
27,-15.011680457034997,16.57187500348499,0.0009000000000000119
28,-14.974180457094997,16.57187500348499,0.0
29,-15.480430456284997,16.569791670154988,0.00029999999999996696
30,-14.990847123734998,16.569791670154988,0.0024000000000000132
31,-14.961680457114998,16.569791670154988,0.0010000000000000009
32,-15.465847122974997,16.56770833682499,0.00030000000000002247
33,-15.459597122984997,16.56770833682499,0.00019999999999997797
34,-15.315847123214997,16.56770833682499,0.0005000000000000004
35,-14.963763790444997,16.56770833682499,0.00040000000000001146
36,-15.480430456284997,16.56562500349499,0.0008999999999999564
37,-14.995013790394998,16.56562500349499,0.00019999999999997797
38,-14.282513791534997,16.56562500349499,0.0003999999999999837
39,-15.480430456284997,16.56145833683499,0.0005999999999999894
40,-15.457513789654996,16.56145833683499,0.0017999999999999683
41,-15.320013789874997,16.56145833683499,0.00030000000000002247
42,-15.467930456304996,16.55937500350499,0.0020999999999999908
43,-15.270013789954998,16.55937500350499,0.0005999999999999894
44,-15.463763789644997,16.55729167017499,0.0007000000000000339
45,-15.445013789674997,16.55729167017499,0.0015999999999999903
46,-15.442930456344996,16.55729167017499,0.0016000000000000458
47,-15.438763789684998,16.55729167017499,0.00030000000000002247
48,-15.326263789864997,16.55729167017499,0.0008000000000000229
49,-15.274180456614998,16.55729167017499,0.0006999999999999784
50,-14.584597124384997,16.55729167017499,0.0002999999999999947
51,-15.440847123014997,16.555208336844988,0.0012999999999999678
52,-15.307513789894998,16.555208336844988,0.0015000000000000013
53,-15.301263789904997,16.555208336844988,0.00019999999999997797
54,-15.284597123264998,16.555208336844988,0.0007999999999999952
55,-15.278347123274997,16.555208336844988,0.0011000000000000176
56,-15.272097123284997,16.555208336844988,0.0010999999999999899
57,-14.815847124014997,16.555208336844988,0.0013000000000000234
58,-14.649180457614996,16.555208336844988,0.0005000000000000004
59,-15.484597122944997,16.55312500351499,0.00040000000000001146
60,-15.480430456284997,16.55312500351499,0.0
61,-14.657513790934997,16.55312500351499,0.00029999999999996696
62,-15.482513789614996,16.55104167018499,0.00019999999999997797
63,-15.465847122974997,16.55104167018499,0.0018000000000000238
64,-14.763763790764997,16.55104167018499,0.00040000000000001146
65,-14.761680457434997,16.55104167018499,0.00040000000000001146
66,-15.480430456284997,16.54895833685499,0.0013000000000000234
67,-15.474180456294997,16.54895833685499,0.0007000000000000339
68,-15.442930456344996,16.54895833685499,0.0005000000000000004
69,-15.353347123154997,16.54895833685499,0.0005999999999999894
70,-15.307513789894998,16.54895833685499,0.0
71,-15.272097123284997,16.54687500352499,0.00040000000000001146
72,-15.449180456334997,16.54270833686499,0.0012999999999999678
73,-15.311680456554997,16.54270833686499,0.00020000000000003348
74,-15.305430456564997,16.54270833686499,0.0010000000000000009
75,-15.274180456614998,16.54270833686499,0.0007999999999999952
76,-14.776263790744997,16.54270833686499,0.00030000000000002247
