id,lon,lat
54811.0,-14.990847123734998,16.65520833668499
60764.0,-14.992930457064997,16.65104167002499
84602.0,-14.947097123804998,16.63437500338499
90594.0,-14.867930457264997,16.63020833672499
96460.0,-15.051263790304997,16.62604167006499
99429.0,-15.067930456944996,16.62395833673499
102500.0,-14.872097123924997,16.62187500340499
108387.0,-15.011680457034997,16.61770833674499
111404.0,-14.928347123834996,16.61562500341499
111416.0,-14.903347123874997,16.61562500341499
147131.0,-14.922097123844997,16.59062500345499
150083.0,-14.974180457094997,16.58854167012499
150285.0,-14.553347124434996,16.58854167012499
156032.0,-14.984597123744997,16.584375003464988
156048.0,-14.951263790464997,16.584375003464988
158780.0,-15.461680456314998,16.58229167013499
159015.0,-14.972097123764996,16.58229167013499
159067.0,-14.863763790604997,16.58229167013499
161756.0,-15.463763789644997,16.58020833680499
161758.0,-15.459597122984997,16.58020833680499
164730.0,-15.470013789634997,16.57812500347499
167711.0,-15.461680456314998,16.57604167014499
167713.0,-15.457513789654996,16.57604167014499
170679.0,-15.480430456284997,16.57395833681499
173653.0,-15.486680456274996,16.57187500348499
173657.0,-15.478347122954997,16.57187500348499
173662.0,-15.467930456304996,16.57187500348499
173881.0,-15.011680457034997,16.57187500348499
173899.0,-14.974180457094997,16.57187500348499
176633.0,-15.480430456284997,16.569791670154988
176868.0,-14.990847123734998,16.569791670154988
176882.0,-14.961680457114998,16.569791670154988
179617.0,-15.465847122974997,16.56770833682499
179620.0,-15.459597122984997,16.56770833682499
179689.0,-15.315847123214997,16.56770833682499
179858.0,-14.963763790444997,16.56770833682499
182587.0,-15.480430456284997,16.56562500349499
182820.0,-14.995013790394998,16.56562500349499
183162.0,-14.282513791534997,16.56562500349499
188541.0,-15.480430456284997,16.56145833683499
188552.0,-15.457513789654996,16.56145833683499
188618.0,-15.320013789874997,16.56145833683499
191524.0,-15.467930456304996,16.55937500350499
191619.0,-15.270013789954998,16.55937500350499
194503.0,-15.463763789644997,16.55729167017499
194512.0,-15.445013789674997,16.55729167017499
194513.0,-15.442930456344996,16.55729167017499
194515.0,-15.438763789684998,16.55729167017499
194569.0,-15.326263789864997,16.55729167017499
194594.0,-15.274180456614998,16.55729167017499
194925.0,-14.584597124384997,16.55729167017499
197491.0,-15.440847123014997,16.555208336844988
197555.0,-15.307513789894998,16.555208336844988
197558.0,-15.301263789904997,16.555208336844988
197566.0,-15.284597123264998,16.555208336844988
197569.0,-15.278347123274997,16.555208336844988
197572.0,-15.272097123284997,16.555208336844988
197791.0,-14.815847124014997,16.555208336844988
197871.0,-14.649180457614996,16.555208336844988
200447.0,-15.484597122944997,16.55312500351499
200449.0,-15.480430456284997,16.55312500351499
200844.0,-14.657513790934997,16.55312500351499
203425.0,-15.482513789614996,16.55104167018499
203433.0,-15.465847122974997,16.55104167018499
203770.0,-14.763763790764997,16.55104167018499
203771.0,-14.761680457434997,16.55104167018499
206403.0,-15.480430456284997,16.54895833685499
206406.0,-15.474180456294997,16.54895833685499
206421.0,-15.442930456344996,16.54895833685499
206464.0,-15.353347123154997,16.54895833685499
206486.0,-15.307513789894998,16.54895833685499
209480.0,-15.272097123284997,16.54687500352499
215349.0,-15.449180456334997,16.54270833686499
215415.0,-15.311680456554997,16.54270833686499
215418.0,-15.305430456564997,16.54270833686499
215433.0,-15.274180456614998,16.54270833686499
215672.0,-14.776263790744997,16.54270833686499
218303.0,-15.497097122924997,16.540625003534988
218319.0,-15.463763789644997,16.540625003534988
218336.0,-15.428347123034996,16.540625003534988
218395.0,-15.305430456564997,16.540625003534988
218581.0,-14.917930457184998,16.540625003534988
221310.0,-15.434597123024997,16.53854167020499
221343.0,-15.365847123134998,16.53854167020499
221351.0,-15.349180456494997,16.53854167020499
221404.0,-15.238763790004997,16.53854167020499
221439.0,-15.165847123454997,16.53854167020499
224261.0,-15.488763789604997,16.53645833687499
224273.0,-15.463763789644997,16.53645833687499
224288.0,-15.432513789694998,16.53645833687499
224396.0,-15.207513790054996,16.53645833687499
227283.0,-15.395013789754998,16.53437500354499
227470.0,-15.005430457044998,16.53437500354499
232883.0,-16.132513788574997,16.53020833688499
233205.0,-15.461680456314998,16.53020833688499
233209.0,-15.453347122994998,16.53020833688499
238924.0,-15.951263788864997,16.526041670224988
238931.0,-15.936680455554997,16.526041670224988
239139.0,-15.503347122914997,16.526041670224988
239394.0,-14.972097123764996,16.526041670224988
242130.0,-15.474180456294997,16.52395833689499
245036.0,-15.622097122724997,16.52187500356499
245096.0,-15.497097122924997,16.52187500356499
245097.0,-15.495013789594998,16.52187500356499
245098.0,-15.492930456264997,16.52187500356499
245596.0,-14.455430457924997,16.52187500356499
248073.0,-15.497097122924997,16.51979167023499
248074.0,-15.495013789594998,16.51979167023499
248075.0,-15.492930456264997,16.51979167023499
250734.0,-16.155430455204996,16.517708336904988
251322.0,-14.930430457164997,16.517708336904988
251324.0,-14.926263790504997,16.517708336904988
251554.0,-14.447097124604998,16.517708336904988
253709.0,-16.159597121864998,16.51562500357499
253978.0,-15.599180456094997,16.51562500357499
254266.0,-14.999180457054997,16.51562500357499
256693.0,-16.145013788554998,16.51354167024499
256961.0,-15.586680456114998,16.51354167024499
257258.0,-14.967930457104996,16.51354167024499
257265.0,-14.953347123794996,16.51354167024499
257504.0,-14.455430457924997,16.51354167024499
259622.0,-16.245013788394996,16.511458336914988
259673.0,-16.138763788564997,16.511458336914988
259926.0,-15.611680456074996,16.511458336914988
259931.0,-15.601263789424998,16.511458336914988
259939.0,-15.584597122784997,16.511458336914988
